Unnamed: 0,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageCars,GarageArea,PavedDrive,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
142,8,3,8520,1,2,3,0,0,0,0,5,4,1952,1952,1,0,0,1,0,507,0,403,910,1,0,1385,0,0,2,0,4,1,0,6,0,4,2,720,2,0,0,0,0,0,0,6,2010,2,5,166000
143,4,3,10335,1,3,3,0,4,0,2,7,5,1999,1999,1,183,3,2,3,679,0,811,1490,1,0,1501,1,0,2,0,3,1,3,6,0,4,2,577,2,29,0,0,0,0,0,6,2009,2,5,204000
144,14,4,9100,1,2,3,0,4,0,2,5,5,1963,1963,1,336,0,1,0,1332,0,396,1728,1,0,1728,1,0,2,0,4,1,0,10,0,4,2,504,2,0,0,0,0,0,0,9,2006,6,0,125000
145,1,4,2522,1,2,3,0,4,0,5,6,5,2004,2006,2,50,3,2,3,0,0,970,970,1,0,1709,0,0,2,0,3,1,3,7,0,4,2,380,2,40,0,0,0,0,0,0,2006,2,5,130000
146,5,4,6120,1,2,3,0,0,0,2,5,7,1931,1993,1,0,0,0,0,209,0,506,715,1,0,875,1,0,1,0,2,1,0,5,0,4,1,180,2,0,0,0,0,0,0,9,2009,2,5,105000
147,9,3,9505,1,3,3,0,1,0,5,7,5,2001,2001,1,180,3,2,3,0,0,884,884,1,0,2035,0,0,2,1,3,1,3,8,1,3,2,434,2,48,0,0,0,0,0,8,2010,2,5,222500
148,4,3,7500,1,2,3,0,4,0,2,7,5,2004,2005,1,120,0,2,3,680,0,400,1080,1,0,1080,1,0,1,0,3,1,3,6,0,4,0,0,2,0,0,0,0,0,0,0,2008,2,5,141000
149,8,4,6240,1,2,3,0,4,0,0,5,4,1936,1950,1,0,0,0,3,0,0,896,896,1,0,1344,0,0,1,0,3,1,0,7,0,4,1,240,2,114,0,0,0,0,0,0,2006,2,5,115000
150,4,3,10356,1,2,3,0,0,0,2,5,6,1975,1975,1,0,0,1,0,716,0,253,969,1,0,969,0,0,1,1,3,1,0,5,0,4,2,440,2,0,0,0,0,0,0,4,2007,2,5,122000
152,9,3,14803,1,3,3,0,1,0,5,6,5,1971,1971,1,252,0,1,0,416,0,409,825,1,0,1993,0,0,2,1,4,1,0,8,1,3,2,495,2,66,0,0,0,0,0,6,2006,2,5,190000
153,4,3,13500,1,2,3,0,4,0,2,6,7,1960,1975,1,0,0,1,3,429,0,93,1602,1,0,1252,1,0,1,0,1,1,0,4,1,3,2,564,2,0,0,0,0,0,0,7,2008,2,5,235000
154,5,4,11340,1,2,3,0,0,0,2,6,5,1923,1950,1,0,0,0,0,0,0,1200,1200,1,0,1200,0,0,1,0,4,1,0,7,0,4,1,312,2,0,0,0,0,0,0,7,2006,2,3,125000
155,8,3,9600,1,2,3,0,0,0,0,6,5,1924,1950,1,0,0,0,0,0,0,572,572,0,0,1096,0,0,1,0,2,1,0,5,0,4,0,0,0,8,0,0,0,0,0,0,2008,2,5,79000
157,9,3,12003,1,2,3,0,0,0,5,8,5,2009,2010,1,84,3,2,1,0,0,774,774,1,0,1968,0,0,2,1,4,1,1,8,1,3,3,680,2,75,0,0,0,0,0,8,2010,7,4,269500
158,9,1,12552,1,2,3,0,0,0,5,7,5,2004,2005,1,0,3,2,3,222,0,769,991,1,0,1947,0,0,2,1,3,1,3,8,1,3,2,678,2,136,0,0,0,0,0,8,2010,2,5,254900
160,4,3,11120,1,3,3,0,1,0,2,6,6,1984,1984,1,0,0,2,3,660,0,572,1232,1,0,1232,0,0,2,0,3,1,0,6,0,4,2,516,2,0,0,0,0,0,0,6,2008,2,5,162500
162,4,3,12182,1,2,3,0,0,0,2,7,5,2005,2005,1,226,3,2,3,1201,0,340,1541,1,0,1541,0,0,2,0,3,1,3,7,1,3,2,532,2,70,0,0,0,0,0,8,2010,7,4,220000
163,7,3,5500,1,2,3,0,4,0,1,4,6,1956,1956,1,0,0,1,0,0,0,882,882,1,0,882,0,0,1,0,1,1,0,4,0,4,0,0,2,0,0,0,0,0,0,0,2007,2,5,103200
164,6,4,5400,1,2,3,0,0,0,2,6,7,1926,2004,1,0,0,0,0,370,0,779,1149,1,0,1616,0,0,2,0,3,1,3,5,0,4,1,216,2,0,0,0,0,0,0,10,2007,2,5,152000
165,3,3,10106,1,2,3,0,4,0,0,5,7,1940,1999,1,0,0,0,0,351,0,112,644,1,0,1355,1,0,2,0,4,1,0,6,0,4,0,0,2,0,0,0,0,0,0,11,2008,2,5,127500
166,4,3,10708,1,3,3,0,4,0,2,5,5,1955,1993,1,0,3,1,0,379,0,470,1617,1,0,1867,1,0,1,0,2,1,0,7,2,3,1,303,2,0,0,0,0,0,0,9,2009,3,5,190000
168,9,3,8244,1,3,3,0,4,0,5,7,5,2004,2004,1,0,3,2,3,0,0,840,840,1,0,1720,0,0,2,1,3,1,3,7,1,3,2,440,2,48,0,0,0,0,0,8,2007,2,5,183500
169,4,3,16669,1,3,3,0,0,0,2,8,6,1981,1981,1,410,3,1,3,0,0,1685,1686,1,0,1707,0,0,2,1,2,1,0,6,1,0,2,511,2,64,0,0,0,0,0,4,2006,2,5,228000
170,8,4,12358,1,3,3,0,4,0,0,5,6,1941,1950,1,0,0,1,0,360,0,360,720,1,0,1382,0,0,1,1,2,1,0,7,0,4,2,660,2,0,0,0,0,0,0,8,2007,2,5,128500
171,4,3,17673,1,3,3,0,0,0,2,6,5,1960,1960,2,112,0,1,0,639,0,441,1080,1,0,1656,1,0,1,0,3,1,0,7,2,3,2,528,1,62,0,0,0,0,0,8,2010,2,5,215000
172,1,3,5306,1,3,3,0,4,0,5,7,7,1987,1987,1,0,3,2,3,495,0,354,1064,1,0,1767,1,0,2,0,2,1,3,5,1,0,2,504,2,35,0,0,0,0,0,6,2006,2,5,239000
173,4,3,10197,1,3,3,0,4,0,2,6,5,1961,1961,0,410,0,1,0,288,0,700,1362,1,0,1362,1,0,1,1,3,1,0,6,1,0,2,504,2,20,0,0,0,0,0,6,2008,3,5,163000
174,4,3,12416,1,3,3,0,4,0,2,6,5,1986,1986,2,132,0,1,3,1398,0,0,1606,1,0,1651,1,0,2,0,3,1,0,7,1,0,2,616,2,0,0,0,0,0,0,9,2008,2,5,184000
175,4,3,12615,1,2,3,0,0,0,2,6,7,1950,2001,1,0,0,1,0,477,0,725,1202,1,0,2158,1,0,2,0,4,1,3,7,1,3,2,576,2,29,0,0,0,0,0,6,2007,2,5,243000
177,8,3,13650,1,2,3,0,4,0,0,5,5,1958,1958,1,0,3,1,0,57,0,554,1052,1,0,1920,1,0,2,0,4,1,3,8,1,3,2,451,2,0,0,0,0,0,0,5,2006,2,5,172500
179,5,4,8520,1,2,3,0,4,0,2,5,6,1923,2006,1,0,3,1,0,0,0,968,968,1,0,968,0,0,1,0,2,1,0,5,0,4,2,480,0,0,0,0,0,0,0,5,2007,2,5,100000
180,1,1,2117,1,2,3,0,4,0,5,6,5,2000,2000,1,410,3,2,3,436,0,320,756,1,0,1525,0,0,2,1,3,1,3,5,1,0,2,440,2,0,0,0,0,0,0,6,2007,2,5,177000
181,10,3,7588,1,2,3,0,4,0,5,7,6,1920,1950,1,0,0,0,2,352,0,441,793,1,0,1802,0,0,1,1,4,1,0,9,1,3,1,216,2,0,0,0,0,0,0,5,2006,2,5,200100
184,8,3,7438,1,3,3,0,4,0,0,5,7,1908,1991,1,0,0,2,2,0,0,504,504,1,0,1252,0,0,1,0,3,1,0,5,0,4,2,576,2,0,0,0,0,0,0,6,2006,2,5,127000
186,12,3,9947,1,3,3,0,1,0,7,7,5,1990,1991,1,0,0,2,3,611,0,577,1188,1,0,1217,1,0,2,0,3,1,3,6,0,4,2,497,2,27,0,0,0,0,0,6,2009,2,5,173000
187,8,3,10410,1,2,3,0,4,0,0,5,7,1916,1987,1,0,0,1,2,0,0,660,660,1,0,1656,0,0,2,1,3,1,0,8,0,4,1,180,0,0,0,0,0,0,0,1,2009,2,5,135000
188,14,3,7018,1,2,0,0,4,0,6,5,5,1979,1979,2,275,0,1,3,1086,0,0,1086,1,0,1224,2,0,0,2,2,1,0,6,2,0,2,528,2,0,0,0,0,0,0,6,2009,2,2,153337
191,9,3,7472,1,3,3,0,1,0,5,7,7,1972,2004,1,138,0,1,0,626,0,99,725,1,0,1479,1,0,1,1,4,1,3,7,0,4,2,484,2,32,0,0,0,0,0,6,2007,2,5,184000
192,4,3,9017,1,3,3,0,4,0,2,7,5,1999,1999,1,0,3,2,3,560,0,871,1431,1,0,1431,1,0,2,0,3,1,3,6,0,4,2,666,2,35,0,0,0,0,0,11,2009,2,5,192000
193,1,4,2522,1,2,3,0,4,0,5,7,5,2004,2004,2,50,3,2,3,0,0,970,970,1,0,1709,0,0,2,0,3,1,3,7,0,4,2,380,2,40,0,0,0,0,0,8,2006,2,5,130000
194,4,3,7180,1,3,3,0,4,0,2,5,7,1972,1972,1,0,0,1,0,390,0,474,864,1,0,864,0,0,1,0,3,1,0,5,0,4,1,352,2,0,0,0,0,0,0,8,2008,2,5,127000
195,1,3,2280,1,2,3,0,2,0,5,6,6,1976,1976,1,0,0,1,3,566,0,289,855,1,0,1456,0,0,2,1,3,1,0,7,1,0,2,440,2,0,0,0,0,0,0,5,2009,2,5,148500
196,4,3,9416,1,2,3,0,4,0,2,7,5,2007,2007,2,205,1,2,1,1126,0,600,1726,1,0,1726,1,0,2,0,3,1,1,8,1,3,3,786,2,138,0,0,0,0,0,11,2007,7,4,311872
199,4,3,9591,1,2,3,0,4,0,2,8,5,2004,2005,1,262,3,2,1,1088,0,625,1713,1,0,1713,1,0,2,0,3,1,1,7,1,3,3,856,2,26,0,0,0,0,0,4,2009,2,5,274900
200,4,4,8546,1,2,3,0,0,0,2,4,5,2003,2004,1,0,0,2,3,0,0,1121,1121,1,0,1121,0,0,2,0,2,1,0,5,0,4,2,440,2,64,0,0,0,0,0,7,2010,2,5,140000
201,4,3,10125,1,2,3,0,4,0,2,6,6,1977,1977,1,0,0,1,0,641,0,276,1196,1,0,1279,0,0,2,0,3,1,0,6,2,2,2,473,2,83,0,0,0,0,0,3,2008,2,5,171500
202,8,3,7000,1,2,3,0,0,0,0,6,6,1924,1950,1,0,0,0,2,617,0,0,617,1,0,1310,0,0,2,0,2,1,0,6,0,4,1,398,2,0,0,0,0,0,0,8,2006,3,5,112000
203,0,4,4438,1,2,3,0,4,0,2,6,5,2004,2004,1,205,3,2,3,662,0,186,848,1,0,848,1,0,1,0,1,1,3,3,1,3,2,420,2,0,0,0,0,0,0,4,2008,2,5,149000
204,8,4,3500,1,2,3,0,4,0,0,5,7,1947,1950,1,0,0,1,0,312,0,408,720,1,0,1284,0,0,1,1,2,1,0,5,0,4,1,240,2,35,0,0,0,0,0,0,2009,2,5,110000
205,4,3,11851,1,2,3,0,0,0,2,7,5,1990,1990,1,0,0,2,3,0,0,1424,1424,1,0,1442,0,0,2,0,3,1,0,5,0,4,2,500,2,34,0,0,0,0,0,8,2009,2,5,180500
206,4,3,13673,1,3,3,0,1,0,2,5,5,1962,1962,1,0,0,1,0,0,0,1140,1140,1,0,1696,0,0,1,1,3,1,0,8,1,0,1,349,2,30,0,0,0,0,0,7,2007,2,5,143900
207,4,3,12493,1,3,3,0,4,0,2,4,5,1960,1960,1,0,0,2,0,419,0,375,1100,1,0,1100,1,0,1,0,3,1,0,6,1,5,1,312,2,0,0,0,0,0,0,0,2008,2,5,141000
208,9,3,14364,1,3,2,0,4,1,5,7,5,1988,1989,1,128,3,1,3,1065,0,92,1157,1,0,2062,1,0,2,1,3,1,0,7,1,3,2,454,2,55,0,0,0,0,0,0,2007,2,5,277000
209,4,3,8250,1,2,3,0,4,0,2,6,7,1964,1964,2,260,0,1,3,787,0,305,1092,1,0,1092,1,0,1,0,3,1,0,6,0,4,2,504,2,0,0,0,0,0,0,5,2008,2,5,145000
210,5,3,5604,1,2,3,0,4,0,2,5,6,1925,1950,1,0,0,1,0,468,0,396,864,0,0,864,1,0,1,0,2,1,0,5,0,4,0,0,2,0,0,0,0,0,0,0,2008,2,5,98000
211,4,3,10420,1,2,3,0,0,0,2,6,5,2009,2009,1,0,0,2,3,36,0,1176,1212,1,0,1212,0,0,2,0,3,1,3,6,0,4,2,460,2,22,0,0,0,0,0,7,2010,2,5,186000
212,9,1,8640,1,2,3,0,4,0,5,7,5,2009,2009,1,0,0,2,3,822,0,78,900,1,0,1852,1,0,2,1,3,1,3,7,1,0,2,644,2,108,0,0,0,0,0,5,2009,7,4,252678
213,4,3,13568,1,1,3,0,1,0,2,5,5,1995,1995,1,0,0,2,3,716,0,274,990,1,0,990,0,0,1,0,3,1,0,5,0,4,2,576,2,0,0,0,0,0,0,5,2006,2,5,156000
214,9,3,10900,1,3,3,0,2,0,5,6,7,1977,1977,1,153,0,1,3,378,0,311,689,1,0,1392,0,0,1,1,3,1,0,6,0,4,1,299,2,36,0,0,0,0,0,7,2010,2,5,161750
215,4,3,10011,1,3,3,0,4,0,2,5,6,1957,1996,1,64,0,1,0,360,0,710,1070,1,0,1236,0,0,1,0,2,1,3,6,1,2,1,447,2,0,0,0,0,0,0,8,2006,2,5,134450
216,4,3,8450,1,2,3,0,4,0,2,7,5,2004,2004,1,266,3,2,3,946,0,490,1436,1,0,1436,1,0,2,0,3,1,3,8,0,4,2,484,2,98,0,0,0,0,0,0,2008,2,5,210000
218,8,3,15660,1,3,3,0,0,0,0,7,7,1939,2006,1,312,3,1,0,341,0,457,798,1,0,1954,0,0,1,1,3,1,3,8,2,0,2,431,2,119,0,0,0,0,0,8,2008,2,5,311500
219,0,3,3010,1,2,3,0,4,0,2,7,5,2005,2006,1,16,3,2,3,16,0,1232,1248,1,0,1248,0,0,2,0,2,1,3,5,0,4,2,438,2,0,0,0,0,0,0,7,2006,7,4,167240
220,4,3,8990,1,3,3,0,4,0,2,7,5,2006,2006,1,0,3,2,3,0,0,1498,1498,1,0,1498,0,0,2,0,2,1,3,5,0,4,2,675,2,33,0,0,0,0,0,0,2006,7,4,204900
221,9,3,8068,1,3,3,0,4,0,5,6,5,2002,2002,1,0,3,2,3,0,0,1010,1010,1,0,2267,0,0,2,1,4,1,3,8,1,0,2,390,2,46,0,0,0,0,0,2,2009,6,5,200000
223,4,3,10500,1,2,3,0,2,0,2,4,6,1971,1971,1,0,0,1,0,524,0,160,864,1,0,864,0,0,1,0,2,1,0,4,0,4,2,576,2,0,0,0,0,0,0,7,2009,2,0,97000
225,1,4,1680,1,2,3,0,4,0,5,5,5,1971,1971,1,142,0,1,0,0,0,630,630,1,0,1302,0,0,2,1,3,1,0,6,0,4,1,280,2,0,0,0,0,0,0,8,2009,3,0,112000
226,9,3,9950,1,3,3,0,4,0,5,7,5,1995,1995,1,290,3,2,3,565,0,638,1203,1,0,2520,0,0,2,1,4,1,3,9,1,0,3,721,2,114,0,0,0,0,0,6,2007,2,0,290000
227,1,4,1869,1,2,3,0,4,0,5,6,6,1970,1970,1,127,0,1,0,321,0,162,483,1,0,987,0,0,1,1,2,1,0,5,0,4,1,280,2,0,0,0,0,0,0,11,2008,2,5,106000
228,4,3,8521,1,2,3,0,2,0,2,5,5,1967,1967,1,0,0,1,0,842,0,70,912,1,0,912,0,0,1,0,3,1,0,5,1,2,1,336,2,0,0,0,0,0,0,8,2010,2,5,125000
229,0,3,3182,1,2,3,0,4,0,2,7,5,2005,2006,1,16,3,2,3,16,0,1357,1373,1,0,1555,0,0,2,0,2,1,3,7,1,0,2,430,2,20,0,0,0,0,0,8,2009,2,5,192500
230,4,3,8760,1,2,3,0,4,0,2,6,6,1959,1959,1,220,0,1,0,0,0,1194,1194,1,0,1194,1,0,1,0,3,1,0,6,0,4,1,312,2,0,0,0,0,0,0,0,2010,2,5,148000
232,1,4,1680,1,2,3,0,4,0,5,6,5,1972,1972,1,297,0,1,0,0,0,483,483,1,0,987,0,0,1,1,2,1,0,5,1,5,1,288,2,0,0,0,0,0,0,6,2006,2,5,94500
233,4,3,10650,1,2,3,0,0,0,2,5,6,1976,1976,1,0,0,1,0,182,0,0,894,1,0,894,1,0,1,0,3,1,0,5,0,4,1,308,2,0,0,0,0,0,0,3,2010,2,5,128200
234,9,3,7851,1,2,3,0,4,0,5,6,5,2002,2002,1,0,3,2,3,625,0,235,860,1,0,1960,1,0,2,1,4,1,3,8,2,0,2,440,2,48,0,0,0,0,0,8,2010,2,5,216500
236,4,3,8773,1,2,3,0,2,0,2,7,5,2004,2004,1,98,3,2,3,24,0,1390,1414,1,0,1414,0,0,2,0,3,1,3,6,0,4,2,494,2,105,0,0,0,0,0,8,2010,2,5,185500
237,9,3,9453,1,3,3,0,1,0,5,7,7,1993,2003,1,0,3,2,3,402,0,594,996,1,0,1744,0,0,2,1,3,1,3,7,0,4,2,457,2,70,0,0,0,0,0,3,2010,2,5,194500
239,8,3,8741,1,2,3,0,4,0,0,6,4,1945,1950,1,0,0,1,0,94,0,641,735,1,0,1487,0,0,1,1,3,1,0,7,1,3,1,220,2,140,0,0,0,0,0,0,2010,2,5,113000
241,5,4,3880,1,2,3,0,4,0,2,5,7,1945,1997,1,0,0,1,0,329,0,357,686,1,0,866,0,0,1,0,2,1,3,4,0,4,0,0,2,42,0,0,0,0,0,1,2007,2,5,110500
242,8,4,5000,1,2,3,0,0,0,0,5,4,1900,1950,1,0,0,0,0,0,0,540,540,0,0,1440,0,0,1,0,3,1,0,6,0,4,1,352,2,0,0,0,0,0,0,0,2006,2,5,79000
243,1,3,10762,1,2,3,0,0,0,5,6,6,1980,1980,1,0,0,1,3,0,0,626,626,1,0,1217,0,0,1,1,3,1,0,6,1,0,1,288,2,28,0,0,0,0,0,0,2009,2,5,120000
244,9,3,8880,1,3,3,0,4,0,5,7,5,1994,2002,1,0,3,2,3,695,0,253,948,1,0,2110,1,0,2,1,3,1,3,8,2,2,2,463,2,130,0,0,0,0,0,8,2010,2,5,205000
245,4,3,10400,1,2,3,0,4,0,2,7,5,1988,1988,1,102,0,1,3,929,0,916,1845,1,0,1872,0,0,2,0,3,1,0,6,1,0,2,604,2,39,0,0,0,0,0,6,2006,2,5,241500
246,3,4,9142,1,2,3,0,4,0,5,6,7,1910,1950,1,0,0,3,2,0,0,1020,1020,0,0,1928,0,0,2,0,4,1,2,9,0,4,1,440,2,60,0,0,0,0,0,0,2006,2,5,137000
247,4,3,11310,1,2,3,0,4,0,2,6,5,1954,1954,1,0,0,1,0,0,0,1367,1367,1,0,1375,0,0,1,0,2,1,0,5,1,0,2,451,2,30,0,0,0,0,0,6,2006,2,5,140000
248,9,3,11317,1,2,3,0,4,0,5,7,5,2003,2003,1,101,3,2,3,0,0,840,840,1,0,1668,0,0,2,1,3,1,3,8,0,4,2,500,2,68,0,0,0,0,0,11,2007,2,5,180000
249,8,3,17673,1,1,2,0,1,2,0,6,7,1958,2006,0,410,3,1,3,697,0,747,1444,1,0,2144,0,0,2,0,4,1,3,7,2,0,2,389,2,98,0,0,0,0,0,6,2007,2,5,277000
251,0,4,4750,1,3,1,0,4,1,2,8,5,2006,2007,2,410,3,2,3,1573,0,0,1573,1,0,1625,1,0,2,0,2,1,3,5,1,3,2,538,2,0,0,0,0,0,0,2,2007,2,3,235000
252,9,3,8366,1,3,3,0,4,0,5,6,5,2004,2004,1,0,3,2,3,0,0,798,798,1,0,1640,0,0,2,1,3,1,3,6,0,4,2,520,2,45,0,0,0,0,0,2,2008,2,5,173000
253,12,3,9350,1,2,3,0,4,0,7,6,7,1964,1991,1,108,0,1,3,270,0,452,1302,1,0,1302,0,0,2,0,3,1,3,7,0,4,1,309,2,0,0,0,0,0,0,10,2007,0,5,158000
254,4,3,8400,1,2,3,0,4,0,2,5,6,1957,1957,1,0,0,1,0,922,0,392,1314,1,0,1314,1,0,1,0,3,1,0,5,0,4,1,294,2,0,0,0,0,0,0,6,2010,2,5,145000
255,9,3,8738,1,3,3,0,4,0,5,7,5,1999,1999,1,302,3,2,3,0,0,975,975,1,0,2291,0,0,2,1,4,1,3,8,1,0,2,429,2,0,0,0,0,0,0,3,2006,2,5,230000
256,9,1,8791,1,3,3,0,4,0,5,6,5,2003,2003,1,0,3,2,3,503,0,361,864,1,0,1728,0,0,2,1,3,1,3,7,0,4,2,673,2,56,0,0,0,0,0,8,2008,2,5,207500
257,4,3,8814,1,2,3,0,4,0,2,7,5,2006,2006,2,180,3,2,3,1334,0,270,1604,1,0,1604,1,0,2,1,3,1,3,8,1,3,2,660,2,110,0,0,0,0,0,7,2009,2,0,220000
258,9,3,12435,1,2,3,0,4,0,5,7,5,2001,2001,1,172,3,2,3,361,0,602,963,1,0,1792,0,0,2,1,3,1,3,7,1,0,2,564,2,96,0,0,0,0,0,8,2008,2,5,231500
260,12,3,17673,1,2,3,0,0,0,7,6,5,1962,1962,1,399,0,1,0,672,0,0,1362,1,0,1382,1,0,1,0,3,1,0,6,1,0,2,884,2,0,0,0,0,0,0,8,2009,2,5,176000
261,9,3,9588,1,3,3,0,4,0,5,8,5,2007,2007,2,270,3,2,1,0,0,1482,1482,1,0,2574,0,0,2,1,3,1,1,10,1,3,3,868,2,148,0,0,0,0,0,9,2007,7,4,276000
262,12,3,8471,1,3,3,0,0,0,7,6,7,1977,1995,1,46,0,1,3,506,0,0,506,1,0,1212,1,0,1,0,3,1,0,6,1,0,2,492,2,12,0,0,0,0,0,5,2006,2,5,151000
263,8,4,5500,1,2,3,0,0,0,0,5,7,1929,2001,1,0,0,0,0,234,0,0,926,1,0,1316,1,0,1,0,3,1,0,6,0,4,2,484,2,0,0,0,0,0,0,0,2010,2,5,130000
264,5,4,5232,1,0,0,0,4,0,2,5,5,1925,2004,1,0,0,0,2,0,0,680,680,0,0,764,0,0,1,0,2,1,0,4,0,4,2,504,0,0,0,0,0,0,0,6,2008,2,5,73000
265,4,3,12090,1,3,3,0,4,0,2,6,6,1981,1981,1,210,0,1,3,588,0,606,1422,1,0,1422,0,0,2,0,3,1,3,7,1,0,2,576,2,0,0,0,0,0,0,6,2008,2,5,175500
266,9,3,11207,1,3,1,0,2,0,5,6,5,1997,1997,1,0,0,2,3,714,0,88,802,1,0,1511,1,0,2,1,3,1,0,8,1,0,2,413,2,75,0,0,0,0,0,6,2006,2,5,185000
267,11,3,8400,1,2,0,0,4,1,3,5,7,1939,1997,1,0,0,2,0,378,0,342,720,1,0,2192,0,0,2,1,4,1,3,8,1,3,1,240,2,24,0,0,0,0,0,5,2008,2,5,179500
268,5,4,6900,1,2,3,0,4,0,2,5,6,1940,1955,1,0,0,1,0,403,0,212,740,1,0,778,0,0,1,0,2,1,0,4,1,3,1,924,2,25,0,0,0,0,0,3,2008,2,5,120500
269,4,3,7917,1,3,3,0,0,0,2,6,7,1976,1976,1,174,0,1,0,751,0,392,1143,1,0,1113,1,0,1,1,3,1,0,6,1,2,1,504,2,30,0,0,0,0,0,8,2007,2,5,148000
270,9,1,10728,1,2,3,0,4,0,5,8,5,2006,2006,1,0,3,2,3,0,0,1095,1095,1,0,1939,0,0,2,1,3,1,3,8,1,3,3,938,2,51,0,0,0,0,0,1,2006,7,4,266000
271,4,3,17673,1,3,2,0,1,2,2,7,7,1954,2005,1,0,0,1,3,226,0,96,1385,1,0,1363,1,0,1,0,2,1,0,5,2,0,2,439,2,0,0,0,0,0,0,0,2008,2,5,241500
272,9,3,11764,1,3,3,0,1,0,5,8,7,1999,2007,1,348,3,2,3,524,0,628,1152,1,0,2270,0,0,2,1,4,1,3,9,1,3,3,671,2,57,0,0,0,0,0,0,2010,2,5,290000
273,4,3,9600,1,2,3,0,4,0,2,6,6,1958,1988,0,183,0,1,0,620,0,0,1240,1,0,1632,1,0,2,0,3,1,0,6,1,3,1,338,2,0,0,0,0,0,0,0,2009,2,5,139000
274,4,3,8314,1,2,3,0,0,0,2,5,7,1982,1982,1,0,0,1,0,546,0,270,816,1,0,816,0,0,1,0,2,1,0,5,0,4,1,264,2,0,0,0,0,0,0,6,2007,2,5,124500
275,8,3,7264,1,2,3,0,4,0,0,7,7,1925,2007,1,0,3,0,0,0,0,952,952,0,0,1548,0,0,2,1,3,1,1,5,0,4,2,672,2,0,0,0,0,0,0,10,2009,2,5,205000
276,4,3,9196,1,3,3,0,4,0,2,7,5,2003,2003,1,0,3,2,1,0,0,1560,1560,1,0,1560,0,0,2,0,3,1,3,7,0,4,2,573,2,150,0,0,0,0,0,0,2010,2,5,201000
277,4,3,17673,1,2,3,0,0,0,2,4,5,1951,1951,1,0,0,1,0,120,0,744,864,1,0,864,0,0,1,0,2,1,0,4,0,4,2,400,2,0,0,0,0,0,0,6,2010,2,5,141000
279,9,3,10005,1,2,3,0,4,0,5,7,5,1977,1977,1,299,0,1,3,392,0,768,1160,1,0,2022,0,0,2,1,4,1,0,8,1,0,2,505,2,117,0,0,0,0,0,7,2008,2,5,192000
280,9,3,11287,1,2,3,0,4,0,5,7,6,1989,1989,1,340,3,1,3,421,0,386,807,1,0,1982,0,0,2,1,3,1,3,7,1,0,2,575,2,84,0,0,0,0,0,4,2007,2,5,228500
281,4,1,7200,1,2,3,0,4,0,2,6,5,2006,2006,2,68,3,2,3,905,0,357,1262,1,0,1262,0,0,2,0,2,1,3,5,0,4,2,572,2,120,0,0,0,0,0,8,2006,7,4,185000
282,0,3,5063,1,2,3,0,4,0,2,7,5,2007,2008,2,166,3,2,3,904,0,410,1314,1,0,1314,1,0,2,0,2,1,3,6,1,3,2,626,2,62,0,0,0,0,0,0,2009,5,5,207500
283,4,3,9612,1,2,3,0,4,0,2,8,5,2008,2009,2,72,3,2,3,0,0,1468,1468,1,0,1468,0,0,2,0,3,1,3,6,1,3,3,898,2,150,0,0,0,0,0,2,2009,7,4,244600
284,0,3,8012,1,2,3,0,4,0,2,6,5,1992,1992,1,0,3,2,3,430,0,1145,1575,1,0,1575,1,0,2,0,2,1,3,5,0,4,2,529,2,0,0,0,0,0,0,5,2007,2,5,179200
285,1,1,4251,1,3,3,0,4,0,5,7,5,2006,2007,1,0,3,2,3,0,0,625,625,1,0,1250,0,0,2,1,2,1,3,5,0,4,2,528,2,54,0,0,0,0,0,6,2007,7,4,164700
286,8,3,9786,1,3,0,0,4,0,0,6,7,1962,1981,1,0,0,1,0,600,0,312,912,1,0,1734,0,0,1,1,3,1,3,7,1,3,2,440,2,0,0,0,0,0,0,6,2006,2,5,159000
287,4,3,8125,1,3,3,0,0,0,2,4,4,1971,1971,1,0,0,1,0,614,0,244,858,1,0,858,0,0,1,0,3,1,0,5,0,4,0,0,2,0,0,0,0,0,0,6,2006,2,5,88000
288,4,3,9819,1,3,3,0,4,0,2,5,5,1967,1967,1,31,0,1,0,450,0,432,882,1,0,900,0,0,1,0,3,1,0,5,0,4,1,280,2,0,0,0,0,0,0,3,2010,2,5,122000
289,10,3,8730,1,2,3,0,4,0,5,6,7,1915,2003,1,0,0,0,0,0,0,698,698,1,0,1396,0,0,1,0,3,1,0,7,0,4,1,384,2,0,0,0,0,0,0,5,2007,2,5,153575
290,9,3,15611,1,2,3,0,4,0,5,8,5,2006,2006,1,0,3,2,3,0,0,1079,1079,1,0,1919,0,0,2,1,3,1,3,8,1,3,2,685,2,51,0,0,0,0,0,5,2006,7,4,233230
